node1,node2,start,end
27,6,270538,271163
2,31,270649,270649
2,9,270649,270649
32,27,270697,270697
32,6,270697,270725
17,29,270826,270826
17,13,270826,270826
6,32,270866,270894
6,27,270866,271132
31,2,271034,271041
32,1,271310,271310
32,33,271310,271324
32,5,271310,272448
17,26,271372,271372
17,21,271372,271980
1,32,271420,272045
1,5,271420,272607
1,7,271420,272045
7,1,271599,272171
7,33,271599,272171
7,32,271599,272224
7,5,271599,272722
9,31,271755,271762
32,7,271867,272448
32,6,271867,272492
17,12,271980,271980
1,6,271994,271994
6,7,272036,272661
6,32,272036,272448
7,6,272164,272164
31,9,272212,272212
32,1,272434,272448
32,33,272441,272448
6,33,272603,272603
6,5,272603,272617
6,1,272603,272617
8,32,273033,273658
32,8,273054,276448
17,6,273119,273119
1,33,273187,277192
7,33,273316,275621
7,1,273316,274341
17,33,273675,273675
17,21,273675,273675
17,31,274249,274819
17,33,274819,274819
17,13,274819,275381
17,6,274819,275960
17,1,274819,278857
1,27,274889,274889
1,7,274896,274896
17,3,275381,275381
17,24,275381,275960
17,4,275381,276518
17,32,275381,276521
17,0,275960,275960
17,22,275960,277688
17,5,275960,278852
17,16,276518,276518
17,20,276518,277074
17,14,276521,277070
17,13,276521,277074
17,3,276521,279459
17,24,277065,277065
17,0,277065,278857
17,4,277070,277688
17,16,277074,278279
1,4,277185,277192
4,33,277357,279609
4,27,277364,277364
27,1,277493,277493
17,24,277679,277679
17,32,277679,277682
17,14,277682,278279
17,18,277688,277688
1,27,277757,277757
0,4,278267,278267
17,20,278279,278279
17,13,278848,278848
17,19,278848,279459
17,33,278848,279473
17,6,278852,278852
17,4,278852,278857
17,32,278857,278857
17,14,278857,280059
33,31,279119,279711
33,1,279119,280836
33,21,279119,284854
17,20,279459,279459
17,22,279459,280623
17,13,279459,281170
17,16,279459,281170
33,6,279704,279704
33,17,279704,280059
17,24,280059,280064
17,6,280059,280619
17,5,280059,280619
17,32,280064,280064
17,0,280064,281764
17,4,280064,281764
6,4,280597,280604
17,10,280619,280619
17,19,280619,281170
17,3,280619,281170
17,1,280623,280623
17,20,280623,280623
17,14,280623,281764
33,31,280843,285444
17,24,281170,281170
17,33,281170,281170
33,24,281432,281432
33,35,281432,283126
33,20,281432,283126
33,15,281432,284854
33,6,281432,285448
17,32,281764,281764
17,10,281764,281764
17,6,281764,281764
33,2,281992,287181
33,26,281992,288296
17,22,282342,282342
33,24,282562,282562
17,13,282909,282909
17,24,282909,282909
33,24,283679,285444
17,20,284115,284122
33,35,284265,284854
33,10,284854,286603
33,20,284854,286607
33,19,285439,285439
33,35,285448,286592
33,15,285448,286596
33,21,285448,286607
33,32,286042,286042
33,12,286592,287735
33,24,286600,286600
33,31,286600,286603
33,6,286603,286611
33,14,286607,287181
33,35,286607,287731
33,15,286607,289993
33,24,286611,287181
33,21,287731,287731
33,32,287731,287735
33,20,287731,288296
33,10,288296,288296
33,13,288296,288296
33,24,288846,288860
33,12,288853,288853
33,17,288867,288874
33,22,288867,289993
33,13,289430,289993
33,2,289430,289993
18,20,289535,289535
20,18,289544,289544
33,5,289993,289993
24,20,290249,290249
23,25,292684,293309
25,23,292839,293850
3,0,295046,295671
0,3,295489,299063
25,23,295702,295702
23,25,296681,297306
25,23,296836,296836
29,17,297163,298831
25,23,297962,297962
23,25,299514,299514
25,23,299669,299669
0,3,301328,301328
25,23,301439,302064
23,25,301858,302952
23,25,304163,304170
25,23,304318,304318
23,25,306532,307157
25,23,306687,307814
25,23,308382,308389
23,25,308818,309443
25,23,309564,310013
5,0,310329,310336
5,3,310329,310932
5,9,310329,311518
5,19,310329,312706
5,1,310329,312706
5,13,310939,310939
5,12,310939,311518
23,25,311176,311176
25,23,311331,311331
5,3,311518,311518
5,14,312102,312102
5,13,312706,313836
5,12,313284,313284
25,23,313640,313640
5,18,313836,313836
5,0,313836,313836
5,25,313836,317283
23,25,314065,314065
5,19,314437,314437
5,14,314437,315576
5,3,315014,316150
25,23,315400,315400
5,12,315571,315571
5,1,315571,317283
5,0,315576,315576
5,19,316150,316150
17,29,317932,317932
17,18,317932,317939
17,0,317932,319057
17,14,317932,320184
17,3,317932,320793
17,19,317939,317939
17,13,317939,320188
23,25,318146,318771
25,23,318301,318732
17,10,318492,318492
17,20,318492,318492
17,4,318492,320184
17,32,319057,319057
17,1,319057,319057
17,22,319057,320199
17,29,319057,322481
17,9,319610,319610
17,33,319610,319610
17,18,319610,319610
17,28,319610,320188
17,19,319610,320194
23,25,319921,319921
17,20,320184,320194
17,1,320194,320793
17,8,320194,320796
17,0,320199,320199
17,4,320199,320199
17,18,320199,320199
17,16,320199,320796
25,23,320650,321275
17,33,320793,320793
17,9,320793,320793
17,10,320793,320793
17,28,320796,320796
17,13,320796,320796
17,14,320796,320796
17,19,320796,320796
23,25,321078,321233
23,25,322211,322836
25,23,322926,322926
23,25,324530,324530
25,23,325243,325243
25,23,325823,325823
23,25,326235,326830
25,23,327587,327587
23,25,327978,329141
23,25,330952,332135
25,23,332290,333467
23,25,333892,334517
25,23,335242,335242
15,35,336235,336235
25,23,336456,336456
15,21,336801,337977
15,6,336801,337426
15,35,336808,337433
23,25,336883,339152
17,2,339121,339128
15,21,339125,339688
6,21,339256,339881
25,23,339307,339932
21,6,339629,339885
6,21,339906,340456
35,15,340206,343732
21,15,340210,340210
35,21,340213,340797
5,14,340221,340846
23,25,340287,340885
15,2,340288,340893
15,27,340288,343288
35,6,340790,340797
21,35,340818,340818
21,35,340839,341464
21,15,340846,341403
15,26,340888,340888
15,24,340888,341497
15,31,340888,342088
15,33,340888,350825
15,20,340893,343856
6,15,341007,342686
6,35,341007,341632
10,28,341017,341642
28,10,341247,342389
35,6,341405,346260
23,25,341486,342111
6,21,341559,345468
25,23,341641,342620
35,21,341958,342506
13,3,342052,342059
13,19,342052,343778
13,0,342052,343778
13,18,342052,343785
13,5,342059,343187
15,26,342088,342713
21,15,342506,343131
13,1,342623,342623
13,9,342623,343248
15,2,342680,343305
15,21,342680,344260
28,10,342980,343581
21,35,343106,343699
13,3,343194,343799
0,3,343235,343860
23,25,343249,343249
3,14,343281,343906
3,9,343281,343906
3,0,343295,345608
2,27,343298,343923
6,15,343313,343313
25,23,343390,343390
25,23,343411,343411
27,33,343561,343582
9,27,343666,343666
13,14,343778,344403
13,1,343785,343785
24,33,343785,346618
13,5,343792,343792
13,0,343799,344386
13,19,343799,344424
0,2,343839,343860
0,14,343846,343853
0,24,343853,343853
0,26,343853,343860
15,31,343856,344481
15,24,343856,344481
3,19,343888,344513
3,5,343888,346233
3,1,343888,344513
2,31,343905,343905
2,26,343905,343905
2,21,343905,344447
2,35,343905,344530
2,20,343905,344530
26,2,344021,344021
26,20,344021,344646
26,24,344021,344622
26,33,344021,344622
26,27,344021,344646
14,3,344045,344045
27,26,344146,344146
27,2,344146,344697
27,35,344146,344771
27,24,344146,345246
27,33,344146,345252
20,26,344204,344204
20,2,344204,344204
20,33,344204,344204
20,24,344204,344829
9,19,344250,344250
9,3,344250,344250
9,13,344250,344386
9,5,344257,344264
9,0,344257,344882
21,33,344260,344850
21,24,344260,344885
21,20,344260,344885
21,26,344260,344885
21,27,344260,344885
35,24,344283,344908
35,27,344283,344697
35,26,344283,344908
35,2,344283,345011
35,20,344283,344908
19,0,344288,344288
19,20,344288,344288
19,5,344288,344299
19,13,344288,344305
19,14,344288,344913
19,3,344288,344467
19,6,344294,344294
19,33,344299,344299
19,20,344305,344305
19,9,344305,344874
19,18,344305,344930
19,0,344305,344930
19,2,344311,344311
24,35,344335,344828
24,2,344335,344960
24,6,344335,344960
24,20,344335,345311
24,21,344335,345454
23,25,344364,344364
13,1,344386,345011
0,14,344430,344430
0,19,344430,345615
0,9,344430,346776
0,18,344430,345055
0,13,344430,345055
0,5,344437,344437
2,33,344447,344447
2,6,344447,345072
3,12,344460,344460
3,18,344460,345085
3,13,344467,345092
1,3,344482,344482
1,33,344489,344489
1,20,344489,345045
1,14,344489,345114
1,24,344496,344496
1,2,344496,345050
1,5,344496,350271
6,24,344507,344507
6,2,344507,344507
6,20,344507,344507
6,31,344507,344512
6,27,344507,344517
6,26,344507,345093
6,15,344512,344524
6,33,344512,344524
25,23,344519,345078
6,24,344524,346605
6,31,344530,345155
6,2,344530,345101
31,35,344578,344585
31,15,344578,344586
31,26,344578,344586
31,27,344578,344586
31,33,344578,350984
31,21,344578,345203
31,6,344580,344580
31,20,344580,344580
31,24,344580,345205
31,2,344586,345211
14,1,344594,344601
14,9,344594,344601
14,5,344594,344608
14,19,344594,344608
26,15,344595,344601
26,35,344595,344601
26,31,344595,345178
14,18,344601,344601
14,13,344601,344615
26,21,344601,344610
26,2,344605,344616
14,0,344608,345233
14,3,344608,345233
27,31,344697,345322
27,21,344697,348917
18,5,344706,344706
18,9,344706,345275
18,19,344706,345876
18,13,344706,345331
18,1,344713,345338
18,3,344720,345275
20,15,344755,345380
20,35,344755,347637
20,21,344755,345468
9,1,344813,344820
9,3,344813,345435
9,5,344827,344827
35,33,344828,353536
35,15,344833,346000
35,31,344836,344836
21,31,344850,345454
21,2,344850,345475
19,12,344874,345443
19,5,344874,346041
19,1,344874,345499
19,13,344878,345433
24,26,344886,344886
24,31,344886,348099
13,2,344939,344939
13,18,344939,345520
12,3,344945,344945
12,18,344945,344951
12,9,344945,344957
12,5,344945,344957
12,14,344945,345570
12,2,344951,344951
12,13,344951,345506
12,0,344957,345582
0,12,344993,344993
0,1,344993,345014
0,14,345000,345000
2,15,345006,345631
2,24,345006,345447
0,5,345007,346776
0,12,345014,345506
3,12,345039,345664
3,19,345039,346245
3,14,345039,346826
15,27,345043,345668
1,12,345045,345045
1,18,345045,345055
1,3,345050,345654
1,19,345055,346216
1,13,345062,345062
6,27,345093,345718
6,20,345097,345722
6,33,345101,347971
31,6,345172,345797
31,20,345172,345797
14,1,345202,345827
14,12,345202,347282
14,19,345209,345216
14,5,345216,345920
27,20,345242,345256
27,6,345242,345654
27,15,345242,347421
27,26,345246,345842
27,2,345252,345252
27,35,345252,345877
18,5,345269,345289
18,14,345275,345282
20,6,345300,345300
20,31,345300,348099
20,2,345304,345306
20,26,345304,345929
20,27,345306,345931
20,33,345311,346473
20,6,345311,347421
9,18,345421,345435
9,19,345421,346046
9,5,345428,347148
35,24,345428,345436
9,1,345435,345435
24,15,345436,346033
19,9,345439,345443
24,27,345442,346067
24,26,345442,346067
19,13,345448,346073
21,35,345454,346004
21,33,345463,346599
21,31,345473,347211
12,3,345506,345510
12,19,345506,346131
12,18,345510,346115
12,1,345510,346135
13,25,345513,345520
13,3,345520,345520
13,5,345520,347200
12,5,345523,345523
13,0,345526,345537
13,19,345532,345554
13,18,345537,345554
13,3,345537,346104
13,25,345543,345549
13,12,345554,345554
13,0,345554,347321
2,33,345572,345572
2,26,345572,345572
2,31,345577,345577
2,21,345577,346605
0,1,345615,346240
15,6,345631,346231
15,20,345631,345897
1,6,345649,345649
1,14,345649,345649
1,9,345649,345658
6,26,345650,346275
1,18,345654,345654
6,31,345654,345750
1,0,345658,346173
1,12,345658,347827
6,2,345659,347241
31,26,345748,345750
31,27,345748,346905
31,35,345748,346373
27,24,345842,346424
18,9,345876,345889
18,3,345876,346233
18,0,345876,347050
18,14,345882,345889
18,5,345889,345889
9,13,345993,346596
9,14,345993,346618
35,27,346004,346004
35,31,346004,348104
35,15,346015,347786
19,21,346035,346035
19,33,346035,346045
19,14,346035,346660
21,15,346036,346231
21,24,346036,347204
21,1,346040,346040
21,6,346040,346595
21,20,346040,346605
19,9,346041,346603
19,12,346045,346679
23,25,346095,346095
12,3,346110,346110
12,5,346121,346121
12,0,346121,346679
2,35,346124,346124
2,33,346130,346700
2,26,346130,346755
2,31,346135,346135
0,14,346173,346173
1,14,346216,346819
3,12,346245,346870
15,21,346246,346595
3,9,346250,346256
3,5,346250,346826
15,2,346253,346878
15,31,346253,346878
6,27,346254,347581
26,6,346330,346330
26,15,346330,347516
26,21,346330,346955
26,35,346330,346955
26,24,346330,349755
26,31,346330,346955
26,33,346330,350308
26,27,346330,346955
26,20,346335,346342
14,13,346377,346377
27,2,346414,346414
27,33,346414,349925
27,20,346419,347581
27,26,346424,346424
18,12,346447,346447
20,2,346469,346469
20,24,346473,348241
20,15,346480,347105
20,2,346486,346486
20,26,346486,347637
35,27,346576,347166
21,26,346595,347197
9,12,346596,347221
21,6,346610,348917
24,35,346612,347185
24,2,346618,348973
24,6,346624,347775
12,3,346679,347282
12,9,346679,347155
2,35,346700,347325
0,3,346776,346776
1,3,346819,346819
1,18,346819,346819
1,2,346819,346819
1,13,346819,346819
3,1,346833,347458
15,20,346839,349379
31,26,346905,347509
31,15,346905,347509
14,9,346922,346922
14,19,346922,346928
26,2,346927,347243
14,13,346934,346934
20,33,347047,348245
18,19,347050,347675
9,3,347141,347155
9,1,347155,347155
35,1,347166,347166
35,21,347166,347769
21,15,347197,348372
13,25,347200,347200
13,8,347200,347200
13,19,347200,347218
21,20,347204,351217
19,5,347206,347206
13,3,347211,347836
13,12,347211,347836
21,33,347211,353587
13,25,347218,347218
2,12,347241,347243
2,15,347241,347421
12,13,347282,347282
0,25,347328,347335
0,3,347335,350826
1,8,347364,347371
1,3,347378,347393
3,8,347382,347986
3,18,347382,348007
3,19,347382,349475
3,14,347387,347505
3,13,347388,347388
15,6,347421,347421
8,19,347427,347427
8,13,347427,348052
8,18,347434,348059
14,0,347505,347512
31,6,347509,347531
26,6,347516,349755
31,26,347525,347531
31,27,347525,348150
31,15,347531,349140
27,26,347581,348192
27,2,347581,348195
18,14,347609,347609
18,8,347609,347609
9,10,347726,348351
19,25,347751,347751
19,8,347751,348335
19,13,347751,348919
19,18,347754,347754
35,2,347770,348928
24,33,347775,347775
35,27,347781,348200
35,26,347781,349194
13,18,347804,347804
13,8,347804,348389
2,31,347819,348444
2,33,347819,353049
12,5,347841,347841
0,1,347906,347906
0,13,347906,348394
0,5,347906,350230
0,14,347911,347911
0,18,347911,347911
0,8,347911,349051
10,9,347946,348317
1,14,347949,347949
1,0,347949,349095
1,13,347949,348394
30,21,347950,347957
1,19,347955,347955
6,15,347971,347971
6,35,347971,348596
6,19,347976,347976
6,20,347976,348241
3,5,347980,347980
3,25,347983,347986
15,24,347984,348609
3,1,347986,348539
25,12,348019,348019
25,18,348019,348023
25,14,348019,348644
25,0,348023,348023
25,8,348025,348650
25,5,348025,348603
25,13,348025,348650
25,18,348033,348033
25,12,348033,348658
8,5,348034,348034
8,25,348034,348596
8,12,348034,348659
31,2,348094,348094
14,13,348096,348096
14,8,348096,348721
14,19,348096,348330
26,20,348098,348723
18,25,348180,348180
18,12,348180,348767
18,13,348180,349895
18,3,348180,348544
18,0,348183,348808
27,24,348185,349333
27,31,348188,348664
27,6,348195,348820
27,20,348195,348248
20,2,348241,348406
20,26,348248,348259
20,35,348248,348919
20,6,348253,348253
20,24,348259,349530
19,12,348335,348335
35,15,348359,349140
35,6,348365,348914
21,2,348372,348372
21,24,348372,351221
13,14,348376,348389
24,15,348379,348396
13,25,348383,348383
24,6,348389,350127
13,5,348394,348394
13,3,348394,348394
24,35,348396,348924
24,33,348396,351833
2,6,348406,353049
12,14,348412,348412
12,3,348412,349037
12,25,348412,349152
12,8,348412,350930
12,13,348417,350129
0,25,348495,348495
0,19,348495,348919
1,8,348539,349671
6,27,348547,348552
6,31,348552,348552
15,21,348559,348566
15,6,348566,348566
15,27,348566,350832
25,1,348596,348596
25,3,348596,348600
25,0,348600,348600
25,19,348600,348603
8,19,348617,348617
8,14,348617,349796
14,25,348652,348652
14,5,348652,350424
31,6,348653,348657
31,26,348653,349755
31,20,348657,348657
31,24,348657,349282
31,35,348664,350428
18,5,348767,348767
18,1,348767,349392
27,2,348767,349324
27,26,348767,352001
27,35,348771,348771
20,33,348822,348830
20,27,348822,349320
20,31,348827,349452
20,6,348830,349455
21,31,348917,352143
21,26,348917,349194
19,1,348919,349544
19,5,348919,350651
21,35,348922,348922
35,21,348924,350687
21,2,348928,350749
35,6,348928,348928
24,31,348963,348967
24,15,348967,349525
2,26,348991,349616
12,1,349001,349001
12,5,349001,349557
1,25,349095,349095
6,19,349136,349692
6,33,349136,353817
15,2,349140,349140
3,12,349147,349692
3,13,349147,349701
3,5,349147,349701
25,8,349152,349166
25,18,349152,349166
25,3,349155,349780
25,5,349162,349162
25,0,349162,349757
25,13,349162,349762
8,3,349193,349818
26,2,349194,350169
26,15,349194,349819
8,5,349200,350344
14,18,349224,349224
14,3,349224,349828
14,1,349224,349849
31,2,349257,349257
31,6,349257,349260
31,20,349257,349267
31,27,349260,349260
27,6,349320,349320
18,25,349323,349323
27,35,349327,349952
27,6,349333,349958
27,20,349333,349383
20,26,349383,349979
20,33,349387,349387
20,15,349392,349697
19,18,349475,350047
19,14,349475,350424
19,25,349475,350100
21,6,349499,349499
21,27,349499,350089
21,15,349505,349505
35,20,349515,350140
35,27,349520,349520
35,24,349520,350084
24,31,349525,349525
35,2,349526,349526
24,27,349534,350159
12,18,349557,349557
0,1,349623,350230
0,18,349623,349895
0,14,349630,350826
0,13,349630,350826
1,18,349667,349667
1,14,349667,350424
1,12,349671,350296
3,8,349692,349701
6,15,349692,349692
6,20,349692,349979
3,25,349696,349701
25,12,349753,349753
25,19,349753,350320
25,1,349757,349757
25,18,349762,349762
25,8,349762,350320
8,18,349796,349796
31,2,349825,350450
14,13,349828,349828
18,14,349899,350524
27,2,349925,350550
20,27,349979,352858
19,8,350047,350051
19,0,350051,350051
35,6,350084,350084
24,2,350121,350746
24,15,350121,353008
24,31,350124,350124
24,20,350127,350752
12,14,350135,350135
12,19,350135,350135
2,27,350169,350169
0,25,350230,350230
15,26,350261,350261
6,24,350268,350268
6,31,350268,350893
6,27,350268,351639
1,0,350271,350271
1,19,350271,350651
26,35,350315,351232
26,21,350315,352417
25,12,350320,350320
25,5,350320,351482
8,1,350344,350344
14,12,350424,350424
14,18,350424,350424
14,25,350424,350424
31,6,350428,350978
31,27,350428,352143
27,24,350489,355910
20,26,350543,352270
20,35,350543,353414
20,31,350543,351168
21,6,350645,351217
19,3,350651,350651
19,12,350651,350651
35,27,350687,351243
12,0,350735,350735
12,5,350735,350735
12,1,350735,350735
2,31,350743,350749
2,20,350743,353044
2,24,350749,351288
26,24,350866,350866
1,25,350867,351438
31,20,350973,352699
27,10,351092,351092
27,33,351092,354539
20,33,351146,352274
21,15,351217,351842
21,35,351221,351846
35,2,351232,353049
35,10,351237,351237
35,24,351237,351862
35,6,351237,352403
35,21,351243,351821
24,35,351288,352403
24,31,351288,351913
2,10,351293,351918
2,27,351293,352216
2,26,351293,351918
15,21,351409,351409
15,26,351409,353705
15,33,351416,351430
15,14,351416,353773
15,31,351423,351423
26,33,351423,353705
26,31,351423,351555
26,6,351427,351427
1,5,351438,351438
6,15,351464,351464
25,1,351468,351482
10,35,351484,351484
10,2,351484,352439
10,20,351484,352109
10,27,351491,351491
10,33,351491,353204
10,21,351491,352116
31,35,351555,352180
31,24,351555,353271
31,10,351559,351559
27,35,351637,352804
27,21,351645,352270
27,15,351645,352270
20,10,351691,351691
20,6,351691,351691
20,24,351691,351840
20,15,351695,352320
35,26,351814,352559
35,15,351814,353531
21,10,351821,352985
21,27,351821,352804
24,21,351846,352471
26,2,352001,352562
26,24,352001,352626
15,7,352024,352024
15,21,352024,353151
6,10,352028,352028
6,24,352028,352028
31,33,352143,353271
20,6,352270,352858
20,21,352274,352899
35,31,352403,353271
21,20,352417,352985
21,6,352417,353042
24,33,352417,354743
24,6,352424,352424
24,20,352424,356932
2,15,352439,352443
12,35,352504,352504
26,6,352562,352565
26,27,352565,353705
15,27,352577,354539
15,33,352577,358406
6,21,352634,352634
31,6,352699,353324
35,27,352959,353531
21,24,352981,353564
24,26,353008,353705
2,21,353044,353044
2,31,353044,353049
2,10,353049,353049
15,31,353158,353158
0,3,353168,353189
6,31,353204,353204
6,15,353204,353204
10,27,353211,353211
31,10,353271,353271
31,26,353271,355042
31,21,353275,353275
31,27,353275,354471
27,6,353360,353360
27,2,353360,353360
20,10,353414,353414
35,10,353531,353531
35,6,353536,353536
35,24,353536,353536
21,26,353587,353587
21,15,353587,353587
15,35,353766,353773
15,12,353766,355451
15,21,353773,354398
15,20,353780,353780
15,7,353780,353780
15,24,353780,353793
10,2,353789,353789
15,14,353800,353800
15,26,353800,354425
6,24,353803,353803
6,15,353817,353817
31,20,353875,353875
20,33,353986,353993
20,26,353986,354593
20,27,353993,354618
26,14,354279,354904
31,33,354471,354471
31,24,354471,354471
27,18,354539,354539
18,26,354608,354608
24,15,354743,354743
21,30,354756,354777
12,31,354851,354851
26,15,354893,354893
26,21,354893,354893
26,33,354893,359527
15,35,354901,356051
31,14,355042,355042
31,21,355042,355667
14,31,355089,355089
14,26,355089,355481
21,15,355373,355465
21,14,355373,355998
21,31,355373,356820
15,24,355446,356071
15,31,355465,356090
31,15,355644,355644
14,21,355650,355650
14,33,355650,356219
27,20,355699,356362
21,33,355927,355927
21,7,355927,355934
21,26,355927,356552
15,20,356051,356630
26,7,356057,356057
26,27,356057,356682
26,21,356057,364561
26,15,356057,356682
7,21,356167,356792
7,31,356167,356792
14,15,356205,356205
14,21,356205,356212
31,7,356214,356813
15,12,356623,357795
15,21,356630,357255
15,27,356644,357269
15,26,356644,359567
26,20,356684,356684
26,14,356684,357234
14,27,356807,357432
31,26,356813,356813
31,33,356813,356813
31,27,356820,356820
31,33,356834,356834
31,7,356834,359700
27,14,356878,356878
27,7,356878,357503
27,21,356878,357503
27,33,356878,357503
21,15,357079,358192
21,27,357079,359204
15,35,357205,357205
26,7,357234,357234
26,24,357234,357859
7,15,357370,357370
7,26,357370,357370
14,15,357373,357373
14,21,357373,357646
31,27,357430,358055
31,26,357430,358928
31,20,357430,358055
27,31,357477,357477
27,15,357477,358420
27,26,357477,360361
27,14,357488,357494
27,31,357494,357990
20,12,357531,357531
20,15,357531,357538
20,7,357531,358156
20,26,357531,358156
20,31,357531,365588
20,27,357538,358163
21,33,357640,358197
21,7,357646,357646
21,24,357646,358271
24,27,357681,357681
24,21,357681,357681
24,33,357681,357686
24,15,357681,357692
24,31,357681,358306
24,7,357681,358306
24,12,357686,357686
24,14,357686,357692
24,26,357686,357699
24,21,357699,358187
15,20,357795,357795
15,7,357795,358406
14,12,357933,357933
14,24,357933,357933
14,33,357933,357933
7,27,357934,358090
7,20,357934,360975
7,24,357934,361709
31,32,357984,357984
31,12,357984,357984
31,21,357984,357984
31,24,357984,361121
27,12,358090,358644
27,20,358090,359793
27,24,358090,358715
20,21,358148,358148
20,24,358148,358773
21,35,358187,358197
21,12,358187,358203
21,20,358203,358203
21,7,358203,358203
35,15,358245,358245
35,26,358245,358870
35,27,358245,358870
35,21,358245,358870
35,24,358252,358252
35,33,358252,358877
12,24,358280,358280
12,31,358280,358280
12,21,358280,359432
12,35,358280,358905
12,26,358280,358905
12,15,358280,361739
24,33,358295,358920
26,35,358385,358385
26,20,358385,358385
15,20,358413,359038
15,33,358427,358427
15,24,358427,359052
7,12,358543,358543
7,26,358543,360890
27,35,358648,360914
20,15,358708,358997
20,12,358708,359853
21,24,358791,359357
21,15,358791,359004
33,21,358804,359429
33,35,358804,358808
33,6,358804,364016
35,12,358808,361678
12,7,358840,358840
12,27,358840,359465
24,35,358849,358849
24,15,358849,360561
24,12,358849,359474
24,20,358855,358855
24,26,358855,360000
26,12,358928,361301
15,31,358990,358990
15,35,358990,360168
20,21,359264,359889
33,24,359347,360000
33,11,359347,361673
33,20,359347,359972
21,33,359357,359917
21,35,359357,365141
24,27,359411,360567
12,33,359435,361733
12,24,359435,361121
15,7,359553,359553
15,33,359553,359553
15,31,359560,359560
15,20,359567,359567
15,21,359567,359917
31,33,359696,359696
31,27,359696,359700
7,12,359719,359719
7,21,359726,359733
7,15,359733,360329
27,12,359793,360361
20,33,359853,359853
21,20,359917,365014
33,26,359946,360571
33,31,359950,359950
33,10,359950,359950
35,20,359958,359958
35,24,359958,360524
35,31,359963,359963
35,33,359963,362284
26,35,360093,360718
26,20,360093,361301
15,33,360161,360786
15,26,360168,360733
15,20,360175,360800
31,15,360241,360241
31,12,360241,360241
31,26,360262,360262
31,15,360262,360887
7,27,360329,360954
27,31,360354,360354
33,28,360505,360505
33,15,360505,360733
33,27,360505,361673
21,7,360509,360509
21,31,360509,360513
21,12,360509,361134
35,15,360511,360511
35,26,360518,361289
24,20,360561,360567
12,20,360566,360566
24,35,360567,361112
24,21,360567,361192
12,31,360569,361194
12,21,360569,361649
31,7,360850,362568
27,15,360902,360912
27,20,360907,360907
27,21,360907,362628
27,7,360912,360914
27,12,360912,361502
20,12,360962,360975
20,15,360962,360980
20,35,360962,361587
20,33,360968,360968
20,27,360975,361600
21,24,361058,362275
21,33,361058,361683
24,26,361108,361116
24,33,361108,361110
24,15,361112,361336
35,20,361112,361568
33,21,361115,361121
33,31,361115,361740
24,20,361116,361121
24,27,361116,361741
33,28,361121,361677
26,33,361289,361301
26,31,361297,361297
26,27,361301,361926
15,31,361336,361336
31,33,361416,362568
31,12,361416,361739
7,21,361446,361446
7,33,361446,363144
27,24,361502,362628
27,26,361502,361872
20,33,361568,362134
33,10,361673,361673
33,24,361673,361682
33,15,361677,362302
33,21,361682,365178
12,20,361739,361739
26,7,361867,362492
26,35,361867,362830
26,31,361872,361872
26,24,361872,362497
15,33,361888,361888
15,26,361888,363613
15,24,361895,364192
31,26,361976,362575
7,12,362035,362035
7,15,362035,362603
27,31,362068,362068
27,20,362068,362628
20,7,362134,366021
21,15,362234,362859
35,15,362238,362238
24,26,362275,363432
33,27,362278,362628
33,11,362278,363425
33,10,362284,362284
33,24,362284,363425
26,20,362442,362694
26,33,362442,365178
15,21,362466,362814
15,33,362473,364192
31,27,362575,362575
31,21,362575,363200
7,26,362603,363041
27,15,362628,362628
27,7,362628,362628
21,7,362808,362814
21,31,362814,362814
35,24,362830,362830
24,35,362835,363432
24,20,362835,365152
24,31,362835,368380
12,24,362886,362886
15,35,363057,363682
7,21,363156,363156
7,15,363156,363163
20,15,363286,363293
20,12,363293,363838
35,15,363382,363382
33,2,363425,363425
12,31,363473,363473
26,31,363647,364272
31,33,363706,364876
31,7,363706,366021
31,12,363712,364297
31,26,363712,365372
7,33,363751,363751
20,26,363838,363838
21,15,363960,364585
35,24,363968,363968
35,33,363975,364600
24,7,363977,365731
24,21,363977,365129
33,35,364016,364016
15,31,364192,364192
15,21,364192,365129
31,15,364297,364871
20,35,364424,364424
35,20,364560,365141
35,26,364560,365185
21,7,364561,364561
33,27,364576,365178
12,20,364646,364646
12,7,364646,364646
26,7,364774,364779
15,26,364792,364792
31,21,364882,364882
31,12,364882,364882
20,26,365014,366142
35,24,365134,365148
35,15,365141,365148
21,26,365143,365378
24,0,365152,365152
24,26,365152,365378
24,35,365152,365777
33,31,365175,365175
33,2,365175,365178
33,24,365175,365178
33,35,365178,365178
12,24,365237,366959
26,35,365367,365933
7,21,365469,365469
7,26,365469,365476
7,33,365476,366021
20,35,365588,365588
20,33,365588,366213
20,15,365595,365595
20,21,365601,366896
24,15,365726,365735
21,15,365727,366318
21,24,365727,367466
26,31,365940,366565
26,21,365947,368906
7,15,366021,366021
31,33,366022,366647
20,35,366142,366142
20,31,366142,368380
24,20,366276,369227
35,21,366288,368625
35,15,366295,366295
21,31,366318,366943
33,17,366337,366337
12,20,366380,366380
12,31,366394,366394
26,35,366548,366548
26,24,366548,367173
31,26,366616,367205
31,21,366623,367454
20,12,366741,366741
24,33,366875,368052
24,15,366879,366879
24,26,366879,367466
35,24,366882,366882
35,20,366882,367464
33,28,366937,366937
33,26,366937,366937
33,2,366937,367519
33,15,366937,368678
33,27,366937,369246
33,31,366937,367198
20,26,367333,367333
21,15,367461,367461
35,15,367464,367464
33,11,367519,367524
